ID,RA,DEC,THETA,FOV
1,-104.91369430009371,-39.92592697765073,273.40214815923974,48.49567972490249
2,-104.91369430009371,-39.92592697765073,273.40214815923974,48.49567972490249
3,55.27480497300908,4.516145832218551,229.24752619326068,70.77341621896744
4,-131.7125952241288,-6.7198387741634615,60.12749569726242,33.50970727120796
5,65.03750322321628,18.729236741730457,161.0092022568194,61.9481778071913
6,64.47008697118227,-4.240800162168424,289.97888595920017,76.07632045518078
7,-33.89832291338183,-52.88418218989832,107.72502433066921,75.60511282507358
8,-88.168861379784,17.52431224822079,110.36755383677801,65.87744555066024
9,122.52258484170386,-49.800093884027085,286.908499120068,88.55176963782705
10,169.16209630721704,-25.29886474953236,81.20892424854677,72.9274850813375
11,104.71053660049006,-32.20739680340157,53.42530238004884,88.87465252977597
12,50.70231154235165,40.18012884779554,209.0735573336383,71.48602881501466
13,25.414700845404326,59.447052867281656,247.17956925485566,57.93810496689893
14,-53.1005824266704,-3.902689303718413,18.641388855178715,64.15273906920433
15,36.41115952040232,-10.593066256352191,79.33487811919551,75.67533260273271
16,3.481380690724251,26.62023008925017,100.03138467737884,38.61343438647283
17,-122.79798271014238,-41.32172953772808,268.0098192159126,35.07459573061535
18,84.45135797549887,-14.938846177673328,267.1318077592558,71.4213787630087
19,-18.238943239574013,67.48548575140593,254.37675679925817,56.4631835090222
20,44.03657061597758,-51.99416525797665,144.1796415375349,52.06281100041359
21,76.30658518232076,31.70909161412378,301.1541567784221,78.85408329936497
22,50.180731497552244,35.00053379048798,113.28050198628206,85.13326365478562
23,17.052678622629685,-45.29921539144941,100.67347970689502,42.59861776681127
24,68.04204958508976,-52.70084198157642,159.82505782231573,85.19612675708174
25,-92.7612715126852,-13.529495343323877,86.29933728257684,38.818717827439016
26,16.30051198653416,27.147407918528934,319.81946539458335,47.87385251442613
27,1.4479514436984289,-72.19530974637964,175.76716984963045,49.66462768400801
28,-59.417659426379586,-56.45244039635299,58.655412426830694,60.679864228842966
29,-51.018586085916525,14.085444468537172,186.8929072440934,80.13606297300373
30,83.90918351069945,72.76824742638759,292.6967614130008,86.38232153820766
31,9.362959240900864,-63.65861496151071,274.9493994506953,35.96228864765054
32,-139.70832409427564,-9.969659178133282,43.73090689469534,78.29857256174236
33,92.41519999423605,-40.20346510221647,238.41219819196462,52.95009733739216
34,114.55321212996256,-7.9499244286329045,136.28326959459034,80.19272351018915
35,-111.27419144399059,62.970820095886175,195.23490771805461,35.56820905430484
36,-179.95159171134745,68.91173210170238,163.95857471573302,39.655647632532336
37,-108.24851068965536,-18.001740977128264,317.6984736307414,47.402975151576044
38,44.73694481445139,66.61368546871029,164.1116887372658,45.42590323227073
39,-127.35824675826032,-69.97884981572523,10.456280474460652,60.77837930470548
40,-12.43000346671002,-65.55148216959293,229.94413317553185,89.64458212306994
41,89.39355431852289,38.94427594855355,70.85135831212746,67.33866738380743
42,84.18857505172883,7.587929985567865,240.08362449568082,61.91729162770246
43,24.472802013159935,-19.768203832668302,239.67514868245496,52.41127279650816
44,20.053511861803145,-22.808092766750942,192.16875829905874,30.909646822359672
45,-3.501680894819515,-6.500659064908108,20.100408093371918,57.81437123880039
46,-48.01175261833055,-2.778379034884063,149.97712908010286,55.656567463895264
47,131.5313301890198,34.82281080718958,94.15457617540035,67.30586408266893
48,1.464406008242264,-20.539378300387433,56.421155202262405,88.22568045754204
49,96.66344105652871,19.413601015090563,318.07442724597433,63.46235285054631
50,-139.84157262824763,48.58090022889167,33.94277649899572,47.52333293109669
51,-72.8131765749068,8.721646356877386,196.8322947504178,49.62875800143851
52,120.66367331188593,-59.460700350644714,175.88554659451069,39.81074807569766
53,27.7284329415497,7.893159342109895,267.14161556396465,75.17591994160328
54,93.31681289851298,-67.6866145134975,68.35581804671936,71.63286672946032
55,140.6515245531432,37.37524560603596,21.44120896264884,73.50076121432564
56,167.755573425416,-49.07245459844265,130.57009022351417,89.96438610941846
57,-13.941416999906437,-0.5247435206593583,51.629126373236176,30.15849143360367
58,52.6566338019955,9.503553036289023,232.35759679274454,58.62000670949719
59,-31.26307310018632,42.55590862063899,43.41541194514544,34.044441349502215
60,-15.615724731405578,-5.8478174139644485,359.57254852478354,54.31908911981976
61,-178.34532970954177,65.74308955861963,235.6069595424083,81.95117723259038
62,-128.49149898982836,8.518418254926164,326.34159487877577,32.44104960950499
63,-89.25717172836994,-39.61985474808193,11.730406621839307,60.35853215075678
64,-108.63173474094476,-36.76238564407396,235.79112878777138,89.55522372260866
65,128.38266311506425,13.659093721341245,172.00487562712212,62.22522768437861
66,-40.60152350530478,3.3806295012539254,138.0885664287521,72.32722927978895
67,78.83560464891247,-73.8907939994824,303.29108742500233,46.83686173519974
68,123.3881496091438,-10.428659693818743,347.23375143617625,86.64451039079361
69,-166.87251563941402,-55.713616857088944,173.18124557938975,73.5812875784837
70,-58.09617760843214,-29.000751814446392,103.59132849181275,75.97285624775444
71,-13.632699091637903,-47.40967408496812,240.32877071125444,46.095576753580445
72,63.75736545039004,-7.672684259420181,259.46796762084955,85.85927398451611
73,71.03327865948361,4.744386540686724,347.9068244461165,41.16783162821683
74,87.90821810366282,12.304583448062486,250.98174173273574,65.01659859440727
75,70.0664923320854,-11.117190076774738,287.93501645244,57.238788241751365
76,-70.95187584034367,56.47712861690672,28.527498284898098,84.18748843855165
77,153.79854507943435,6.935297239449456,318.3500323110567,72.44611063292592
78,102.98701408891111,2.2319745915491773,175.00362575334586,58.17808136950681
79,34.21088417831538,38.839448509129106,119.37076598250691,67.73094727008801
80,149.05864943030554,45.99622771143121,67.81673725763413,78.81632927466202
81,116.63134027240636,29.999005059049853,80.19253605447435,67.06337863226184
82,15.400713085960803,23.141484460938468,187.8198095400932,59.25292418527772
83,-69.63215091361363,27.61338165684314,72.61282458077889,68.66237626532555
84,74.30522710859276,34.332045078469065,207.97389122248978,65.51968242960902
85,78.71903866378739,62.25141638343874,2.6128435930708838,62.26667415076378
86,12.597517477564281,-70.0106115832448,114.03082331218266,85.85098363803283
87,59.894177563256875,26.363033454865782,208.73895100513946,87.98055172606828
88,-48.68510704155139,22.3275790120576,110.97823289609332,54.05703502105055
89,121.76235680495131,42.156731497365094,200.7669552248787,35.86343537502322
90,164.166702479957,84.01929512954358,97.0829999774382,77.04285637619066
91,125.1835022215904,33.48960914516634,5.628930408384636,84.4956263626961
92,-143.95346023068242,-39.4077914101593,327.57993889555325,33.536368973366585
93,56.620205423863865,59.348831891591935,318.6088205896538,72.99391684631513
94,61.19045944586719,-38.2525785174576,18.744690055784726,36.71093691963236
95,-118.49259022497074,-25.82105706463156,259.57990566325964,37.298783878206876
96,139.70626013929746,2.1623932285642495,262.05971968241323,88.12778116168488
97,30.791010326478244,36.46177133546927,344.7759343283211,80.16708133056653
98,-91.08197219194683,54.69896967139152,346.2303952305787,56.1650323767299
99,-140.51849678713148,-47.0105730291617,329.3386409722269,71.95495480858438
100,166.72753389853574,-12.718169968536323,160.84616984166038,59.22589774032059
101,-113.79366557103732,26.247292441941216,167.0197183631035,39.72023736295863
102,44.9718524480584,-74.93681886374475,176.12258012643176,73.14651727578764
103,-28.352266554581888,-12.24270306308883,39.34148687985045,70.51300949052792
104,93.90286966204786,-49.1282491077783,359.7806811041305,58.970691053509285
105,-72.14667102471317,-15.75529900357588,295.3490121552879,62.8724499767961
106,179.22175663442982,63.3600358055451,308.86230296640923,85.29233572127788
107,-100.39841935515003,-53.41851176916696,345.4267480811102,77.3782995456959
108,29.07792095875314,-64.42602668317029,24.17332621061089,84.73862326306394
109,47.92930604199475,25.48596716398687,161.4517539324361,78.02265049487421
110,44.182510723660556,19.874003616878362,92.83138839251879,43.470361722432436
111,-158.0765967654953,-19.442914384296266,201.68548574251926,45.37569888301084
112,-124.36113754238689,19.281768489625307,138.52627731416007,80.03175483637229
113,65.04540789071686,17.277682391133833,67.18686759989143,78.12711141331505
114,48.864220269533774,-55.31597353156209,216.39428648636695,80.4318706250242
115,-6.07838059982771,-3.514435321066426,25.774738457553052,41.69607374797783
116,-27.003362175332143,-51.71953759917136,288.4551833902195,72.95795839052064
117,-93.29763669342876,-43.69377961176926,271.3747695870331,79.51548783180854
118,-159.33867896565724,10.330126469060469,37.182009528430505,38.5480194006915
119,57.026508913485,-82.01554651896143,191.90465712033935,67.75292351755694
120,97.62268708893924,-63.54824255278043,144.91443150405078,63.39319502689182
121,36.059392380559814,-45.77278010517098,267.0436101133331,82.9951310902284
122,158.00508765434887,-47.86383467048613,13.129125859719565,31.515082250255272
123,-7.494690798103562,65.69277968275848,321.5670432638357,60.49846326846539
124,27.33358879543718,38.55088463825967,18.944151463733,76.70455023416682
125,140.50601126616976,-51.31203742595847,213.9654952613205,63.13759475024389
126,-106.16230654143472,-33.30722207722589,100.32192979447932,58.374775804028815
127,155.71908389173512,44.670308095137194,269.8856121141853,44.55766762264052
128,-157.07413888257548,-5.168889044862602,71.53290653529578,53.77509275252576
129,-46.33426117693247,-58.5408254127258,37.48975636028124,69.50667902793404
130,-41.91011989597288,6.035783602249836,271.75293206460987,34.09868043205173
131,56.005132123732466,-52.977367053448404,92.69609581160341,50.87080394183401
132,-3.1162122926330937,-41.94581736530626,229.29661851858387,86.19200750814002
133,-144.6751681802877,2.4319667544018695,269.765896224786,34.112204962687386
134,10.32458783454058,-51.0013116730968,285.70179920118227,39.5957519263974
135,162.82990945580872,20.08330182072752,144.48301885189227,41.14091041893842
136,41.6197210998771,10.102789799751816,64.47143822129132,46.49668017520092
137,70.14313248004683,-48.26480706270337,270.4894577652783,83.94048086186974
138,53.137899998194314,-16.219590594770853,25.48700643174464,55.07674075910914
139,-102.23944920360049,-10.975238223903446,121.7890169361065,82.48638948041625
140,2.3934177247274135,68.2155961460224,354.04054622644855,66.56681926452404
141,-131.97487305202702,7.474168622196409,192.41701054173717,81.25670234152233
142,-82.87151214820994,-32.438574171478294,141.92010698967238,53.59491099615735
143,-6.021112659936762,1.1907827072936754,124.33997596838134,53.999967090545695
144,-19.052698822369962,14.598296049665096,49.86229775156448,81.27087511994593
145,49.025524209956245,-4.133561190900247,179.20809912695773,55.458725955986054
146,-59.908688073339775,-6.806260904910737,36.04332440046564,78.77598479195869
147,-40.93540212608039,57.40771979201494,259.72949019245823,79.92960916172117
148,-162.19733239005708,12.520301671799139,70.51975926121654,56.68828208807456
149,150.23744766661707,-34.28830705589136,291.50535850448,83.73933849759143
150,158.99343019228695,20.54415333782151,334.20693137060294,38.90192328550717
151,-106.62031194169316,11.512220742252172,146.623388284342,85.131214906772
152,-2.7102886158241404,15.24468175773788,257.3286332096053,74.81768412403204
153,-67.6968095528072,11.777220229034741,240.58385941380504,51.490654774943366
154,-79.53131729982822,45.47053314740301,123.75527518259922,78.1838021100088
155,-12.331971325837799,-42.57185935299636,47.11662249129107,85.5142545188611
156,13.436867760690802,39.535112957321275,35.50707501798414,66.0332547980432
157,126.47170706056693,15.09211868446975,263.0486634316968,86.96448904683439
158,-115.58429447171096,-58.84957648442889,305.57019410556904,87.55129809103515
159,-22.55964884703789,-23.335304791366383,352.39261789416076,34.51900253567919
